,specaugment0,specaugment1,specaugment2,specaugment3,specaugment4,specaugment5,specaugment6,specaugment7,specaugment8,specaugment9,specaugment10,specaugment11,specaugment12
1303,-682.3214,141.13693,-24.276648,-13.792918,-14.694406,-12.365979,-16.305273,-24.770195,-17.643053,-9.287938,-9.692619,-10.927134,-5.7984753
1304,-715.25183,130.0637,-9.766123,-10.203346,-5.1971655,-7.9376516,-18.559515,-18.358606,-10.399143,-9.527794,-6.9131794,-7.957815,-5.60952
1305,-764.847,105.729744,-0.6847515,-10.365725,-4.3239956,-5.184321,-14.719427,-17.295614,-13.397204,-9.728719,-6.5093756,-6.776515,-4.902588
1306,-736.7622,111.93829,-9.096346,-7.3637214,-8.76216,-5.4508777,-14.298956,-17.659807,-15.994374,-13.694185,-5.281983,-7.037025,-6.0877976
1307,-742.0381,101.80471,-13.263978,-7.9338846,-11.63819,-4.427584,-14.870843,-19.519312,-13.146326,-12.0887,-6.0859303,-5.035538,-5.4733353
1308,-717.5902,116.50248,-14.80362,-7.5498905,-11.166405,-2.1645932,-14.294418,-18.870224,-12.834787,-11.706825,-5.953995,-7.03713,-7.2968593
1309,-730.29736,107.08597,-11.550394,1.4700133,-4.4914613,-2.6017616,-13.737972,-14.328329,-11.913915,-11.0262,-2.9896052,-8.356856,-8.241814
1310,-670.36115,146.72676,-15.462295,-8.015114,-14.058023,-3.0111544,-16.716167,-19.442926,-15.010563,-12.293057,-7.2850566,-8.260071,-4.0388827
1311,-678.8611,136.08226,-20.350761,0.56299424,-5.1728144,-5.55024,-18.479221,-19.81086,-15.555561,-12.562783,-3.970128,-10.051452,-7.6567626
1312,-700.19464,129.94617,-15.909788,-8.735405,-10.166212,-6.362012,-16.434065,-16.619062,-15.831364,-14.013048,-4.494412,-6.3568525,-5.6144667
1313,-688.61365,138.39275,-14.6330385,-11.047997,-9.113578,0.268591,-17.290083,-22.405907,-22.288641,-16.657501,-3.1405792,-7.3121157,-7.781929
1314,-734.8908,108.47938,-6.3701158,0.9076488,-4.7069244,-6.11033,-16.115334,-12.53859,-14.446432,-13.66563,-5.1754713,-7.635518,-5.7375336
1315,-650.7278,151.72545,-27.933594,-3.436446,-4.5464716,-6.9713817,-21.552284,-23.271193,-18.656294,-13.476195,-5.3935103,-8.939726,-6.0027146
1316,-720.3346,114.45663,-19.382505,-3.2152374,-3.6105354,-10.733151,-17.962809,-14.777937,-14.112689,-12.540461,-4.901883,-8.123538,-7.1156483
1317,-757.7813,104.39283,-5.534063,-10.86666,-10.737383,-10.38594,-15.362246,-18.3647,-16.316956,-13.21035,-9.199221,-8.326692,-6.7395487
1318,-752.61816,117.99946,4.249663,-13.068479,-10.957189,-7.8479667,-16.526379,-22.298307,-18.260841,-10.964681,-6.579994,-7.0885253,-4.969933
1319,-711.8037,131.35928,-6.882647,-5.869257,-7.052749,-9.26728,-21.04496,-19.756948,-18.63763,-14.403815,-2.4558904,-9.540579,-6.9045753
1320,-722.2535,120.75113,-16.285902,-16.44421,-16.548637,-13.226288,-17.294868,-17.450548,-17.602423,-14.986953,-3.0010448,-2.7715576,-5.836609
1321,-682.1423,138.78336,-20.888403,-10.236956,-9.02502,-4.8655887,-17.798307,-19.086359,-17.109484,-11.765563,-6.454664,-9.80801,-5.9765997
1322,-729.7481,119.29123,-6.5561233,-7.832769,-8.576029,-3.7791488,-15.065344,-19.387075,-13.40348,-10.488089,-4.7677293,-5.437883,-5.35967
1323,-741.85565,113.112206,-6.9858146,-7.698727,-6.665444,-8.335728,-16.47683,-17.90349,-16.318752,-13.572295,-5.413979,-6.4613104,-7.552963
1324,-734.5043,119.535835,-5.8780603,-5.8497605,-6.633813,-11.3395195,-18.553913,-20.61295,-17.453102,-13.773999,-7.405233,-8.314391,-8.022082
1325,-679.2363,152.48616,-12.743776,-15.658271,-11.038259,-3.7412438,-11.972811,-14.01817,-18.477509,-14.202281,-5.0468407,-9.411594,-5.842358
1326,-725.44635,124.71691,-8.195979,-12.15623,-7.070637,-4.960819,-16.798119,-19.335325,-14.148954,-10.608198,-7.9325857,-7.3145423,-5.66355
1327,-715.18335,132.22261,-11.879569,-13.9809265,-9.009108,-9.847728,-18.62809,-24.130186,-15.308349,-10.31284,-13.164299,-8.532885,-3.4699042
1328,-697.72534,126.96993,-19.400476,-4.6466494,-8.075796,-6.9037795,-18.2217,-20.424578,-12.589365,-10.684161,-9.610425,-8.6601715,-4.8203497
1329,-670.2711,145.54298,-1.2306254,12.615731,1.9478468,-0.71391755,-13.440011,-4.32798,-5.2041364,-6.7379293,-2.2268589,-1.1114064,1.1763163
1330,-659.8478,156.67401,3.1400669,3.820231,-8.129788,-5.8983793,-17.796337,-8.066447,-9.825176,-6.4976974,-4.3315315,-2.4328983,2.2015529
1331,-715.3648,122.070786,-1.8375468,3.512608,-1.9842159,-0.20902814,-12.237231,-8.6735,-7.2682943,-5.513224,-1.2739229,-1.690501,0.5991774
1332,-631.0075,130.84587,-14.165331,11.880657,-1.3062785,2.1001887,-12.705886,-8.585741,-10.574228,-0.28214064,-0.83457714,-0.6334034,0.26576024
1333,-719.1483,125.79209,-7.7979274,-5.1830616,-0.20843843,-3.8589082,-13.132634,-10.673549,-9.713692,-6.2360563,-1.8409275,-0.6234812,-0.5928774
1334,-684.45135,134.67424,-11.587138,1.271737,-1.1751795,0.91625565,-16.24125,-11.8234625,-9.429503,-6.664282,-2.4815638,-3.3601093,-1.2487223
1335,-678.7391,145.27893,-6.0639997,5.969481,-0.04109271,-5.9197426,-17.068846,-4.900145,-5.729329,-11.540082,-2.5255194,-2.0216959,-1.2109898
1336,-726.27765,125.24746,-4.044531,-6.3118644,-2.661602,-4.674795,-13.325105,-9.074781,-7.162078,-8.3080225,-4.673075,-3.9783986,-3.903439
1337,-747.7526,117.32163,-1.5897555,-6.1837697,3.0439124,-5.002662,-15.682637,-9.898946,-5.764705,-9.5817795,-6.5145154,-3.5208452,-3.5696518
1338,-623.66205,144.99368,-8.227005,11.111843,-3.0372982,8.93167,-16.701048,-6.255311,-8.899706,-6.334014,-0.8394267,-2.857148,-4.58981
1339,-739.5717,117.35417,2.1899784,0.4147722,0.9615754,-1.5861369,-9.50121,-6.389562,-7.2881904,-5.8544197,-0.3863023,-1.2534045,-1.4690614
1340,-664.2989,143.10657,-15.670709,4.5510836,2.6660087,-0.3974665,-20.283287,-10.430188,-7.678235,-10.076286,-3.4785283,-5.268824,-3.1336055
1341,-666.71497,128.33783,1.2187214,20.41728,0.5678595,9.105238,-3.4707422,1.1331258,-2.2571151,1.0431899,-2.0878432,1.875976,1.5758289
1342,-755.14575,108.77591,0.3839865,-1.7055371,2.8944538,-3.6225703,-13.615364,-10.1236925,-7.9741507,-6.158988,-1.2125046,-2.9633436,-4.4939594
1343,-766.70276,97.70238,-5.008987,-4.3922024,2.170684,-3.3223684,-16.252811,-14.266622,-6.526357,-6.085576,-4.5403676,-3.3857503,-2.844549
1344,-771.489,100.87471,5.920017,-0.1878886,0.67148936,-4.0627,-10.689135,-8.983253,-6.786464,-5.095237,-1.7872564,-0.42953467,-1.5206285
1345,-706.94745,128.9783,-4.187523,2.7523124,0.39201418,1.318229,-9.143716,-6.32832,-6.8210196,-5.832228,-1.8410228,-3.2518334,-1.6371166
1346,-654.50323,126.515945,-21.676535,10.570359,-2.680708,2.352243,-11.473195,-1.4788622,-7.9899826,-5.397221,1.4465206,-0.7321398,-1.696605
1347,-740.8318,118.70153,5.4608173,4.143333,5.0454383,-0.5150279,-10.089191,-6.3965726,-5.604816,-5.2746515,-1.4031395,-1.8504932,-2.8498423
1348,-782.22296,97.10928,10.107386,1.4927717,3.3314035,-2.0124767,-10.843977,-9.480925,-7.788596,-7.1023245,-2.4600925,-1.1269515,-0.7232431
1349,-731.65576,121.12766,-3.5901186,0.7730002,5.4166446,-1.9315493,-10.621882,-6.7672563,-6.510434,-7.4196057,-1.4385358,1.2732205,-0.14176448
1350,-794.6092,89.62053,10.080373,0.5125198,2.628821,-3.8025348,-10.168456,-7.9728665,-6.435324,-5.883637,-2.9839408,-1.9835172,-2.2531083
1351,-734.7717,117.2502,-1.2030523,4.463457,5.1707044,-2.1546512,-11.729051,-7.6709146,-6.824595,-5.852957,-0.19927786,-1.3106705,-2.132234
1352,-682.0535,128.00676,-4.495972,10.002442,1.5187092,4.7019043,-9.596756,-3.5745351,-6.3906636,-2.2147448,-2.4263616,1.3228714,1.5694495
1353,-740.0905,113.434814,0.85749006,3.3012316,2.9496891,-1.0036532,-11.699286,-7.355938,-6.092381,-5.5552154,-0.55233395,-1.2139564,-1.4745759
1354,-686.7404,123.53387,-10.88545,11.400037,-0.66283673,0.75276494,-13.847804,-7.6998134,-6.6184325,-3.958465,0.85464567,-2.1058533,-0.5175187
1355,-848.5426,50.472218,10.309972,0.14428683,-0.14685835,-4.0890193,-8.769766,-8.174879,-5.885243,-4.7970614,-2.9062774,-1.5448961,-1.5676043
1356,-747.9518,115.377174,4.2626905,-1.1270179,3.88262,1.5014207,-11.0339775,-6.145935,-6.3678846,-8.540309,-2.159653,-0.8988404,2.3915303
1357,-747.1364,113.0717,0.54464537,-0.5175114,4.822232,-1.2762833,-14.641187,-9.084886,-6.57981,-6.7756324,-1.6369356,-2.2213302,-1.3235948
1358,-698.7172,128.46153,-6.9931626,2.7623975,0.7991785,0.22224349,-17.980026,-6.788383,-5.1544895,-6.5556464,-0.46809095,-2.0232809,1.3532959
1359,-788.49194,91.61947,9.033953,1.687227,4.7629633,-1.641145,-10.664237,-6.639548,-3.7466757,-3.3718946,-0.42041293,-0.6955816,-1.1619008
1360,-816.17487,74.19621,12.794203,5.4029303,8.072647,2.6642573,-5.8421054,-7.829494,-10.38773,-11.427278,-6.427939,-3.3043623,-3.687904
1361,-725.14105,117.28468,-5.4395866,2.192021,1.2518255,-2.5503206,-14.5413065,-8.924561,-7.1085997,-8.005491,-3.6157727,-2.0408092,-0.35296792
1362,-744.96924,110.69103,0.9080629,2.319642,2.3382215,-2.2287102,-11.854382,-5.3713207,-5.597512,-5.5528874,0.33135936,0.23080261,1.0868794
1363,-681.97723,127.389885,-8.385418,11.706932,-1.3581926,0.8037081,-10.765897,-5.745737,-4.297155,-3.1272519,-3.3048997,0.14347214,1.9830517
1364,-739.64105,118.60973,0.90155965,-2.633553,2.4265664,-2.493285,-16.093134,-8.779317,-7.060854,-8.0534115,-0.93432355,-1.7787861,-2.403846
1365,-760.3778,106.757164,3.8948483,-0.11424649,2.654785,-2.0755847,-12.490054,-8.752454,-5.34817,-7.3379564,-3.8890107,-2.1480255,-2.1562927
1366,-695.6738,131.60248,-13.16118,-1.4111873,1.6000994,0.05777942,-17.507816,-9.7934,-6.1764407,-9.111149,-1.7460498,-2.7997966,-3.171043
1367,-779.47754,96.477905,6.6088223,-1.4491969,1.2648313,-3.5911517,-11.606587,-7.5934367,-6.0696874,-6.8113065,-2.723464,-1.332451,-1.8711531
1368,-753.1734,106.715744,1.2585146,0.30757314,0.9288511,-3.6206908,-12.562921,-5.137853,-5.7090216,-7.770058,-2.5360446,-4.0954213,-4.664466
1369,-784.3492,94.58232,7.011388,-1.2544111,3.2632332,-2.8508024,-12.751225,-8.959289,-5.71693,-6.4400563,-2.6212726,-0.9247171,-1.5610087
1370,-669.7778,141.16202,-1.4855934,8.235797,-3.9799385,-1.1028445,-11.324015,-4.4179068,-7.5740767,-3.3097765,-3.1799216,1.4633495,5.181711
1371,-617.84735,153.54008,-10.481483,14.8011875,-9.109508,4.4042726,-13.167786,-4.047012,-8.317673,-6.6709843,-4.575848,-5.644646,1.2044545
1372,-641.7374,133.52632,-13.886135,16.642912,-3.3202364,5.343967,-11.512466,-2.761176,-7.0961094,-5.0474324,-3.2968576,-2.1388102,3.889718
1373,-741.197,116.686966,6.528922,3.017173,0.13897367,0.77480286,-7.1313925,-6.214279,-5.096313,-3.7796853,-1.5742352,-0.41134998,2.2912345
1374,-667.08203,128.01797,-12.627099,10.59777,-7.2679276,3.7217484,-7.870734,-7.963632,-7.799689,-2.8227687,-2.23812,-1.3904759,1.6073271
1375,-724.7562,122.21701,0.9011614,0.48734257,1.8606478,1.2520661,-17.002989,-8.263203,-5.1445556,-8.0422125,-1.8878992,-2.8999305,-1.9422431
1376,-763.6683,103.662834,0.7797555,-4.509818,0.3508579,-5.591051,-15.806086,-7.8685794,-5.9768715,-9.059883,-3.9079182,-1.5252017,-1.0807594
1377,-722.16724,117.65655,-5.908703,-0.028307276,0.22365002,-0.95328027,-15.532507,-6.363123,-6.6196012,-7.873479,-0.7940481,-2.749164,-0.7544197
1378,-750.7388,110.66306,2.4856296,-0.18255638,2.1810858,-2.2488601,-13.756726,-8.414732,-5.6149344,-7.773117,-4.174062,-1.7078876,-1.0384624
1379,-698.71326,144.39305,-6.1222258,-4.0097556,6.891771,-1.8258259,-15.225752,-5.753658,-9.690727,-16.129084,-7.743451,-2.7073457,0.42446288
1380,-708.97205,130.35715,-4.2506495,-0.33850282,-0.058961194,-1.8076614,-14.243183,-7.0310855,-4.9195685,-6.88543,-2.123493,-2.4123223,-2.6998765
1381,-738.32434,116.4006,-0.6058275,-3.127322,-1.3020008,-1.7103078,-14.49061,-9.476278,-5.5947022,-8.607938,-4.210112,-2.8163464,-1.150541
1382,-726.2651,117.48568,-5.5949655,0.50421876,-0.36956385,-4.3953943,-14.377812,-8.5288,-6.7857122,-7.075389,-3.3439152,-1.1437422,-1.6697594
1383,-708.0883,126.60609,7.7561855,8.125892,-8.2447,5.0267687,-7.6699386,-14.916066,-10.84941,-7.377553,-1.9369804,0.5919145,-0.15197551
1384,-713.3741,130.4001,7.9030485,3.1537352,-5.830797,-2.1492937,-19.039795,-12.346903,-6.0236263,-10.507333,-6.2663603,-5.689535,-1.7183174
1385,-665.30133,137.46011,-3.988462,11.456455,-14.214464,3.5754488,-11.76985,-17.018501,-12.203538,-7.340293,-3.1779842,-7.123078,-6.3690634
1386,-722.2958,106.756805,-2.6730566,13.71058,0.050084114,-1.0021436,-7.44404,-15.030837,-5.981448,-4.751284,-5.239437,-2.622009,-3.6011045
1387,-669.73584,113.982155,-9.741117,13.935025,-3.2272606,-2.8148801,-13.547441,-15.481119,-7.196035,-6.217343,-7.1939683,-8.71137,-6.0562587
1388,-632.9559,127.200676,-11.508824,6.277881,-10.509432,-3.0958636,-13.586332,-16.821268,-5.6455855,-6.0863194,-6.4932165,-5.091228,-4.910641
1389,-649.54626,125.13348,-27.31997,15.120484,-4.4091024,-8.15559,-21.063013,-16.365873,-12.009882,-10.588161,-3.7584102,-8.6585455,-6.5712442
1390,-650.59125,128.22397,-24.842676,18.411634,0.32526672,-7.0443907,-21.975613,-17.705442,-10.8948,-10.798006,-2.154805,-8.336773,-9.142446
1391,-685.4928,124.429184,-16.073915,15.668062,-0.22390151,-5.103961,-18.260366,-18.543175,-9.747091,-10.2297125,-3.076046,-9.223058,-9.135953
1392,-613.8272,128.12767,-19.228298,14.730909,-3.5423949,-6.8168454,-17.954573,-17.906685,-10.7089405,-8.225853,-3.9921308,-8.073913,-9.873713
1393,-658.4464,108.901726,-1.496128,8.751275,-1.1685547,-2.150428,-12.237284,-15.721283,-7.84455,-5.3894305,-2.5458384,-2.8955326,-5.896397
1394,-717.59106,115.10771,-8.39163,15.389521,1.5503153,-8.82243,-15.773334,-15.317821,-8.713535,-8.807663,-3.920469,-5.617804,-6.279399
1395,-592.66864,138.87152,-23.332565,8.111308,-2.2338524,-12.478114,-19.116522,-15.161078,-11.953396,-7.508679,-6.341093,-6.3389997,-7.8202143
1396,-772.0703,104.47545,15.7837105,-1.7536359,-5.8547735,0.99571973,-9.37595,-16.076338,-12.507592,-10.207879,-6.070163,-3.1828623,-2.7211118
1397,-669.49426,118.37476,-15.210766,13.338214,-5.367538,-6.5576344,-16.759062,-11.639178,-10.363073,-8.561078,-7.6883802,-5.0314584,-5.7523136
1398,-681.3961,109.16716,-8.648399,8.91792,-1.1774957,-3.053478,-10.596834,-11.486542,-10.642609,-7.1793885,-9.647724,-3.815148,-5.3647876
1399,-655.6025,111.02033,-9.383658,3.3681874,0.6673526,-2.8567755,-10.213858,-9.333727,-12.403852,-9.904379,-8.564978,-3.7721553,-6.5671945
1400,-696.34247,114.30595,-13.45651,13.072415,1.276971,-6.7324867,-14.397739,-16.073772,-12.051622,-8.137488,-7.772619,-5.5579157,-8.425861
1401,-659.29407,106.07229,-16.232782,7.273347,-0.26158667,-8.685013,-18.460142,-13.879537,-14.699138,-6.9244967,-9.34426,-4.4485445,-7.654745
1402,-742.0778,104.91453,-7.7656593,2.327148,2.4817874,-10.390511,-17.840208,-13.2815075,-10.405812,-8.288168,-9.925292,-7.416335,-7.242169
1403,-668.11206,110.58294,-15.823414,11.918155,3.7751322,-4.462766,-15.12225,-15.820489,-8.8845005,-6.5477247,-7.872359,-3.459015,-5.7676167
1404,-691.2433,115.92291,-23.62148,4.451574,-1.6236372,-11.263428,-19.30977,-15.620755,-10.596845,-6.08546,-9.008358,-4.0226097,-3.9456506
1405,-698.03906,111.224846,-1.7886047,11.442361,4.718058,-5.7694306,-15.16091,-14.186075,-8.242786,-4.0667696,-7.1190796,-2.9147496,-2.0868838
1406,-693.1788,132.01562,-10.684121,7.816041,-2.069051,-10.014331,-16.524895,-16.89483,-11.411088,-10.9571495,-8.348308,-4.0202513,-4.5430193
1407,-672.098,154.3097,6.318024,7.622069,-5.5803833,-4.269641,-16.150589,-11.26807,-5.7985263,-6.873792,-3.7664158,-3.410297,-1.4646124
1408,-626.33435,113.6327,-4.948672,17.147501,8.025707,-4.4164295,-17.319109,-17.706253,-10.000631,-2.5903835,-7.423023,-4.9952955,-3.691337
1409,-652.75165,125.49069,-13.139946,11.589673,-0.63724756,-8.998227,-16.06011,-15.808423,-13.289464,-6.6353045,-7.1232314,-3.1514342,-5.486224
1410,-661.49274,118.82511,-5.664858,12.923141,6.6742263,-6.6343665,-18.805784,-16.913279,-14.832915,-4.1630898,-8.087439,-4.7887616,-4.3102903
1411,-664.5452,110.53996,5.1717505,8.368334,4.460092,-4.7089906,-13.723992,-12.826356,-10.638089,-6.8101573,-7.7235193,-5.516333,-2.9705646
1412,-712.5709,112.983665,-7.9489913,14.294226,7.317263,-1.9919075,-13.366923,-16.896418,-8.218401,-5.3487353,-8.252578,-6.6637645,-4.4682055
1413,-641.37225,116.07211,-12.717099,12.272671,5.4027076,-6.470574,-16.198301,-16.959757,-10.405961,-4.909543,-7.1782017,-4.4401026,-5.151198
1414,-658.0135,146.20204,-7.895459,18.489067,4.2370715,-2.1045115,-17.148829,-10.745062,-11.914295,-11.690623,-2.9213607,-1.2005588,-1.4897872
1415,-657.1926,132.3433,-16.509321,20.024254,7.3425183,-1.7840662,-19.522373,-13.5343,-19.845758,-13.192041,-1.0178003,-0.6303127,-4.9351964
1416,-759.8919,112.39519,9.29811,4.995213,11.896798,-1.7251735,-17.822817,-15.4739065,-12.855793,-9.519551,-4.520654,-2.8451998,-1.2542608
1417,-715.89716,126.77028,0.950689,11.929942,11.669142,4.1565824,-8.468609,-11.796737,-12.403716,-4.987139,-0.97407055,-1.195926,-1.0128778
1418,-717.1173,131.32509,-1.348333,0.2946421,2.5225556,-4.1791577,-14.612158,-16.557028,-17.53079,-12.96951,-7.5895925,-2.7514644,-1.1073102
1419,-711.0939,127.9058,-2.4637394,7.9309874,6.8108153,1.5953426,-9.292424,-16.103394,-19.303265,-12.300078,-8.277919,-3.9046001,-1.831328
1420,-671.6048,139.05661,-7.869093,12.035794,2.89513,0.8056915,-11.810634,-15.243911,-17.256155,-10.382479,-7.203534,-0.54007524,-1.1308323
1421,-692.9317,139.75166,7.408438,14.404652,-4.856961,-5.687433,-14.363199,-10.352968,-10.306286,-12.193277,-5.0237937,-6.706203,-4.044726
1422,-691.7482,137.77954,-0.48440444,12.394812,3.4934635,-1.2905354,-14.915494,-20.39228,-19.157417,-10.554809,-4.1467094,-0.35517427,-1.8831867
1423,-661.8651,136.22023,-7.11117,18.810425,0.740893,-2.5382411,-19.060122,-18.629599,-15.273528,-5.001032,-5.6433787,-7.892556,-4.321242
1424,-734.71466,121.82952,2.645611,6.9031096,8.320904,-3.426483,-15.727404,-19.177467,-16.29141,-8.165068,-2.3725007,-1.7535532,-4.2696214
1425,-678.2182,132.26344,-6.9014025,16.273369,20.937426,5.498398,-18.690857,-17.609192,-6.266723,-0.7642363,-3.3039114,-2.3023531,-0.38276654
1426,-654.539,120.20188,-9.934128,23.810051,0.50257033,0.8683126,-19.730738,-17.967686,-12.0814705,-2.8465168,-3.6167786,-4.539484,-4.31874
1427,-716.30035,121.48553,-3.2144852,10.797546,8.298644,-3.5135484,-16.16495,-16.622093,-15.742368,-9.837899,-6.745923,-1.5653607,-2.8330863
1428,-686.24634,142.0648,-10.698178,7.8496094,3.1130834,-4.1227736,-11.788597,-14.145653,-12.865352,-15.976479,-6.7112675,-1.5997703,-4.55407
1429,-716.82275,126.10763,-6.8157153,5.5404835,6.592955,-1.6440372,-9.573328,-12.934973,-12.810643,-10.094303,-3.1619089,-0.40061095,-1.8911542
1430,-735.4519,117.13915,1.4249322,-0.10950978,-3.677665,-2.225949,-10.983101,-8.299062,-3.933973,-7.228081,-4.20252,-3.6566155,-4.4445114
1431,-792.2083,93.70562,13.480766,-3.842539,-5.150487,-3.3209376,-9.441972,-11.591526,-5.787425,-4.3440332,-4.209471,-4.128458,-4.0571074
1432,-721.39453,131.21693,11.420202,5.3051896,-3.9079766,-1.1096874,-12.846223,-12.1492405,-5.7722554,-8.712024,-7.457774,-3.4529886,-3.0580733
1433,-718.86145,130.2618,1.047366,-3.7162979,-5.5823493,-2.9223115,-12.146836,-10.5621805,-4.9370213,-7.6679068,-6.4867144,-5.337262,-4.7625155
1434,-699.5768,141.11409,-2.3762183,-5.752021,-6.382381,-0.8224721,-16.278505,-17.580524,-9.576272,-9.707409,-5.780612,-4.7253394,-5.325614
1435,-710.2771,136.83733,0.774138,-3.2152433,-1.9405247,1.8069764,-12.416538,-12.361959,-6.1290774,-8.426797,-5.056512,-3.7799163,-3.7829552
1436,-792.69617,91.487526,10.766597,-4.184566,-1.8160837,-0.8199087,-10.145081,-11.1763115,-7.0373325,-7.392062,-5.1914797,-4.0672245,-4.1785865
1437,-756.7477,107.64803,2.354533,-7.6688356,-6.00932,0.75819504,-9.4799185,-11.33865,-7.9891043,-8.784354,-5.183404,-4.8477397,-5.4722095
1438,-695.3526,127.351746,-5.9669075,0.7344613,-10.888601,0.26050103,-14.442351,-15.5714655,-6.711413,-5.484353,-6.6273355,-6.2270274,-5.7927938
1439,-708.26715,130.66583,-1.696021,-1.7267134,-7.799959,-0.77158636,-12.327838,-12.559259,-6.7422237,-6.4261355,-3.7987628,-4.534833,-4.9772964
1440,-690.9521,147.3481,5.635434,5.6188536,-2.40445,0.09310114,-13.779577,-12.997292,-6.2077374,-9.133256,-7.114334,-4.955503,-3.1473227
1441,-724.82916,126.676956,5.9941373,-0.0875153,-6.681621,-1.9151578,-9.406955,-10.5864,-9.029425,-6.850489,-4.1377807,-6.213135,-5.888899
1442,-709.91156,127.94366,-3.1280491,-1.0323988,-5.3679476,-2.7222347,-14.939234,-8.331499,-5.9540057,-11.554497,-7.6926765,-6.1929235,-6.9842863
1443,-645.5495,156.27812,0.35827613,10.918436,-11.265683,2.9121501,-17.182281,-21.096151,-12.99522,-9.644533,-5.3915105,-2.9139106,-1.8641398
1444,-748.52875,99.47341,5.690681,18.431461,8.072043,10.776105,1.7160778,-1.2287008,3.0557888,2.0386105,-0.8832839,-2.307108,-2.9345055
1445,-723.8073,115.97128,-8.685244,-3.7187614,-7.701358,-2.2589176,-12.473123,-13.518796,-8.2094965,-7.705561,-5.0863676,-6.0175705,-7.181636
1446,-735.9553,117.58523,-2.6572661,-4.945213,-4.4748936,-2.043714,-13.429954,-14.385269,-7.3943963,-9.569174,-7.506703,-5.734757,-7.013314
1447,-680.2728,134.37292,-6.85689,3.9007127,-9.942788,2.360577,-10.43221,-12.619175,-6.9576797,-6.89284,-7.405456,-5.948377,-5.9902425
1448,-757.3346,111.630196,10.752554,1.6215118,-5.6408315,-8.923461,-14.542381,-10.595271,-7.798614,-10.836519,-6.8175025,-6.2732015,-7.349055
1449,-674.6716,131.00377,-12.196987,4.2591157,-8.959142,-0.09396255,-13.5918255,-10.160116,-10.077281,-7.4278984,-3.6364002,-7.3021593,-7.353956
1450,-711.8077,120.230255,-8.875056,-0.39407107,-5.5683165,-2.4108012,-13.546995,-7.6386557,-9.636399,-10.7586975,-2.0837426,-6.0255733,-6.3338013
1451,-730.11127,117.57558,-4.7519703,-3.3246555,-4.2645903,-3.0179524,-14.736349,-14.594972,-10.735107,-7.8548174,-2.9893954,-7.627812,-8.9647255
1452,-759.02673,102.34242,3.5175996,1.9966155,-3.4753125,-2.0981095,-9.89493,-11.574825,-6.4983063,-5.970257,-5.257871,-6.7719617,-7.0657816
1453,-741.98895,109.437126,-1.8775212,-1.5341017,-5.722446,-2.9237866,-11.193606,-12.596318,-9.275937,-7.3627768,-5.251106,-6.6266265,-6.2303805
1454,-617.62976,136.42432,-5.6484814,20.257658,-20.690243,10.481502,-19.8003,-19.379597,-12.085408,-11.710895,-8.77108,-4.671964,-4.7229505
1455,-745.676,111.642746,7.37724,2.1454403,-4.914324,-0.93564796,-6.2172604,-7.3135467,-10.489294,-7.7378983,-0.8409348,-2.5189292,-5.0455317
1456,-754.0528,109.94669,6.9134507,-0.50901663,-4.8216186,-1.2981417,-7.661026,-10.297983,-9.698325,-7.6263504,-3.6145966,-4.390473,-4.4522557
1457,-722.45935,122.48691,4.4104624,1.0866609,-9.238129,-1.0610098,-11.74389,-13.270246,-8.6393795,-6.963742,-4.7188425,-5.065444,-4.9124
1458,-768.99945,105.811485,10.476188,-5.5212183,-6.9611526,-1.7445691,-9.844563,-12.100161,-6.9619484,-5.9600697,-4.7209167,-4.959145,-5.471571
1459,-761.5952,110.182175,12.502395,-2.5195222,-6.926561,-1.1497562,-9.168169,-12.368715,-8.38695,-6.990885,-4.671035,-4.001165,-4.947374
1460,-688.07294,140.70601,5.5365744,5.561149,-9.814324,-3.4427476,-14.027468,-10.0475235,-10.311646,-10.069454,-4.7969112,-5.127067,-3.7296717
1461,-719.1321,119.68648,5.502971,6.085001,-7.72624,-3.3536108,-13.0067625,-11.168633,-10.857982,-6.243439,-5.235517,-7.0972176,-4.3988256
1462,-730.4805,128.22098,10.040586,-1.6789057,-9.225159,-3.6984267,-11.855761,-15.592321,-7.6959014,-4.4669747,-4.584444,-3.3924077,-4.0777726
1463,-691.5822,150.93678,10.263964,1.906076,-10.489525,-7.877984,-12.772498,-10.561629,-8.67502,-8.833058,-5.6826253,-3.5762339,-4.3109727
1464,-719.22406,136.09964,10.934626,-1.9306155,-9.324678,-2.637928,-8.314961,-11.10076,-12.303598,-7.2833257,-1.9477309,-6.7002997,-5.1323314
1465,-642.88055,148.42758,-0.32908812,11.903339,-12.0261545,3.9246318,-18.846512,-17.552576,-9.243217,-9.311985,-8.055905,-3.5539243,-2.100534
1466,-686.9468,143.50372,-0.42669955,-4.264574,-16.48569,-3.1833823,-12.290173,-15.640622,-10.286303,-8.100247,-6.875068,-5.0731816,-4.111564
1467,-699.4304,130.80542,-0.29539242,2.2899406,-13.522026,-4.808479,-12.348062,-12.334315,-10.897562,-9.036306,-5.0660768,-5.2828794,-6.147062
1468,-742.5378,117.6907,9.947274,2.0004928,-7.463835,-5.945132,-11.357974,-10.374419,-8.872914,-8.379183,-3.5724847,-4.0831394,-5.2355075
1469,-725.4589,128.46414,9.248442,6.464509,-1.3359393,-5.3189697,-14.185167,-11.46814,-7.8753266,-7.9557104,-7.7299795,-6.572394,-4.3478785
